scientific_name,canonical_name,name_verbatim,group,guid,genus,family,order,class,phylum,kingdom,vernacularName,matchType,nameType,source,souce_URL,recordCurator,recordCuratorID,recordRightsHolder,recordAccessRights,recordLicense,recordType,recordLanguage,recordCitation,recordCitationURL,recordInZotero,recordCreated,recordModified,recordDatasetName,recordDatasetID
"Atrax robustus O. Pickard-Cambridge, 1877",Atrax robustus,Atrax robustus,Invertebrates,https://biodiversity.org.au/afd/taxa/992cf0f2-759e-41af-a70a-81ecd0b710b7,Atrax,Atracidae,Araneae,Arachnida,Arthropoda,Animalia,Sydney Funnel-web Spider,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Clemacantha goliath (Gray, 1834)",Clemacantha goliath,Eurycnema goliath,Invertebrates,https://biodiversity.org.au/afd/taxa/023c5263-0789-46b0-9a54-f0513c8ad833,Clemacantha,Phasmatidae,Phasmida,Insecta,Arthropoda,Animalia,Goliath Stick Insect,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Coprinus comatus (O.F. Müll.) Pers.,Coprinus comatus,Coprinus comatus,Fungi,https://id.biodiversity.org.au/node/fungi/60091637,Coprinus,Agaricaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,Shaggy Mane,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Eudyptula minor (J. R. Forster, 1781)",Eudyptula minor,Eudyptula minor,Birds,https://biodiversity.org.au/afd/taxa/e0c68347-165c-4bff-b74a-005616df9791,Eudyptula,Spheniscidae,Sphenisciformes,Aves,Chordata,Animalia,Little Penguin,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Lasiorhinus latifrons (Owen, 1845)",Lasiorhinus latifrons,Lasiorhinus latifrons,Mammals,https://biodiversity.org.au/afd/taxa/a112d4ea-1af1-4139-9e0d-3be5351fa91f,Lasiorhinus,Vombatidae,Diprotodontia,Mammalia,Chordata,Animalia,Southern Hairy-nosed Wombat,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Dugong dugon (P. L. S. Müller, 1776)",Dugong dugon,Dugong dugon,Mammals,https://biodiversity.org.au/afd/taxa/dfa14228-4f24-48be-b5e6-f91db5ddbbe1,Dugong,Dugongidae,Sirenia,Mammalia,Chordata,Animalia,Dugong,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Eolophus roseicapilla (Vieillot, 1817)",Eolophus roseicapilla,Eolophus roseicapillus,Birds,https://biodiversity.org.au/afd/taxa/9b4ad548-8bb3-486a-ab0a-905506c463ea,Eolophus,Cacatuidae,Psittaciformes,Aves,Chordata,Animalia,Galah,fuzzyMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Grevillea banksii R.Br.,Grevillea banksii,Grevillea banksii,Flowering plants,https://id.biodiversity.org.au/node/apni/2917894,Grevillea,Proteaceae,Proteales,Equisetopsida,Charophyta,Plantae,Red Silky Oak,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Dendrochirus zebra (Cuvier, 1829)",Dendrochirus zebra,Dendrochirus zebra,Fish,https://biodiversity.org.au/afd/taxa/70005a8c-c7f3-497c-989f-bcb7ef4c2782,Dendrochirus,Scorpaenidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,Zebra Lionfish,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Ornithoptera priamus (Linnaeus, 1758)",Ornithoptera priamus,Ornithoptera priamus,Invertebrates,https://biodiversity.org.au/afd/taxa/c2d456bb-f166-4f58-a65f-220ca5d0114a,Ornithoptera,Papilionidae,Lepidoptera,Insecta,Arthropoda,Animalia,Priam's Birdwing,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Gymnothorax javanicus (Bleeker, 1859)",Gymnothorax javanicus,Gymnothorax javanicus,Fish,https://biodiversity.org.au/afd/taxa/12c7be6c-0fa3-4d95-b6e7-4ac4d083309a,Gymnothorax,Muraenidae,Anguilliformes,Actinopterygii,Chordata,Animalia,Giant Moray,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Ornithorhynchus anatinus (Shaw, 1799)",Ornithorhynchus anatinus,Ornithorhynchus anatinus,Mammals,https://biodiversity.org.au/afd/taxa/ac61fd14-4950-4566-b384-304bd99ca75f,Ornithorhynchus,Ornithorhynchidae,Monotremata,Mammalia,Chordata,Animalia,Duck-billed Platypus,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Neoceratodus forsteri (Krefft, 1870)",Neoceratodus forsteri,Neoceratodus forsteri,Fish,https://biodiversity.org.au/afd/taxa/38a5a409-3f58-4522-acec-61444d999bd2,Neoceratodus,Ceratodontidae,Ceratodontiformes,Sarcopterygii,Chordata,Animalia,Australian Lungfish,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Varanus varius (Shaw, 1790)",Varanus varius,Varanus varius,Reptiles,https://biodiversity.org.au/afd/taxa/95fc95d3-b44f-482b-ab52-9490f1ffbce3,Varanus,Varanidae,Squamata,Reptilia,Chordata,Animalia,Lace Monitor,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
Eucalyptus camaldulensis Dehnh.,Eucalyptus camaldulensis,Eucalyptus camaldulensis,Flowering plants,https://id.biodiversity.org.au/node/apni/2921040,Eucalyptus,Myrtaceae,Myrtales,Equisetopsida,Charophyta,Plantae,Red Gum,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Gymnorhina tibicen (Latham, 1802)",Gymnorhina tibicen,Cracticus tibicen,Birds,https://biodiversity.org.au/afd/taxa/5291343e-fdeb-4a65-8ba5-928f5b96acf5,Gymnorhina,Artamidae,Passeriformes,Aves,Chordata,Animalia,Australian Magpie,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
"Oxyuranus microlepidotus (Mccoy, 1879)",Oxyuranus microlepidotus,Oxyuranus microlepidotus,Reptiles,https://biodiversity.org.au/afd/taxa/4df23cd9-2499-41f9-bdbe-d2555dc37a87,Oxyuranus,Elapidae,Squamata,Reptilia,Chordata,Animalia,Western Taipan,exactMatch,SCIENTIFIC,"Collins, A. (2023). Species List: Australian iconic species, Atlas of Living Australia.",https://lists.ala.org.au/speciesListItem/list/dr781,Jack Brinkman|Kathryn Hall,https://orcid.org/0009-0007-2681-3367|https://orcid.org/0000-0002-8785-4513,Atlas of Living Australia,https://ala.org.au,http://creativecommons.org/licenses/by/3.0/,text,en,"Australian Iconic Species.  2023.  Atlas of Living Australia, Species List.  Accessed at: https://lists.ala.org.au/speciesListItem/list/dr781, 25 September 2025.",https://list.ala.org.au,FALSE,9/25/2025 12:43:44,12/16/2025 15:30:24,Atlas of Living Australia,ARGA:TL:0000214
